Name,RA,Dec,Dist,AppMagn,SpecClass,MassSol,RadSol,Temperature
HIP 15498/HD 20488,3.3281444,47.8707215,342.465763,8.53906291,A0V,,,
HIP 16819,3.60724864,51.4402082,328.947362,10.226562,F5V,,,
HIP 17584/HD 23300,3.76645673,45.6819448,318.471308,5.6562499,B6V,,,
HIP 18061/HD 23984,3.86042441,49.7848421,333.333314,8.62890648,F2V,,,
HIP 16605,3.56231384,52.2491702,310.559019,10.2695317,A5V,,,
HIP 18160/HD 24129,3.88288471,51.0508343,317.460287,7.90625131,A0III,,,
HIP 18585/HD 24733,3.97727841,53.9887342,302.114821,7.02734389,A7V,,,
HIP 19813/HD 26603,4.2492064,51.232296,306.748474,8.78906306,A0V,,,
HIP 20035/HD 232933,4.29721935,52.2629971,290.697652,9.61718764,B8V,,,
HIP 21737/HD 29341,4.66794014,52.4862133,357.142847,7.97656332,A0V,,,
HIP 22143/HD 29945,4.76518083,52.7780936,355.871874,8.23828161,B8V,,,
HIP 22297/HD 233010,4.80167227,52.6063367,378.787869,9.0273436,A3V,,,
HIP 24028/HD 32988,5.16507421,52.2982267,364.963501,8.79687516,A2V,,,
HIP 24673/HD 34028,5.29330735,55.5168507,343.642621,7.61718813,A0V,,,
HIP 25315/HD 35059,5.41526814,53.9387547,334.448156,8.3671882,G5V,,,
HIP 27049/HD 37839,5.73589633,50.803334,346.020761,8.28906217,K0V,,,
HIP 27871/HD 39222,5.89778776,50.7352124,350.877249,7.87890616,K0V,,,
HIP 28003/HD 39411,5.92385585,52.3400272,344.827574,9.57812551,A2V,,,
HIP 22141,4.76445031,45.0925057,332.225911,8.9570313,G8IV,,,
HIP 22210/HD 233006,4.77652119,51.3173821,336.70032,8.67968786,K0V,,,
HIP 22560/HD 30597,4.85474047,46.6420618,342.465757,8.59765653,K5V,,,
HIP 22637/HD 30660,4.87023819,50.8197594,335.570468,9.47656236,A0V,,,
HIP 23367,5.02415414,48.9574381,342.465772,8.67968801,K0V,,,
HIP 24198/HD 33297,5.19504005,46.9422899,314.465401,7.86718813,A0V,,,
HIP 24866/HD 34398,5.33061115,51.0226197,310.559029,8.2500006,A2V,,,
HIP 24964/HD 34532,5.3473496,50.6158165,326.797388,8.85937473,A0V,,,
HIP 25821,5.51378635,49.786942,334.448159,10.0468757,F8V,,,
HIP 26827/HD 37514,5.69614143,48.4655362,306.748462,7.82812531,A2V,,,
HIP 27409/HD 38449,5.80403567,46.7217902,324.675331,7.00781325,K0V,,,
HIP 27651/HD 38848,5.85445203,48.6134487,305.810393,8.02734442,A5V,,,
HIP 28100/HD 39643,5.93978249,47.7163363,330.032994,7.7695322,B9V,,,
HIP 20353/HD 237249,4.35919747,57.7451251,341.296932,8.81640723,A5V,,,
HIP 21046/HD 28257,4.51157911,57.4117316,332.225928,8.05859415,M4II,,,
HIP 21569/HD 29092,4.63074395,56.1172693,331.125837,8.66796974,A0V,,,
HIP 21734,4.66713747,54.3990106,328.94737,9.84765579,A0V,,,
HIP 22181/HD 29950,4.77232692,55.6551205,347.222233,7.17968767,K0V,,,
HIP 22321/HD 30134,4.80818179,59.4979159,327.868875,7.71875071,K2V,,,
HIP 22456/HD 237321,4.83211394,56.5723893,357.142869,8.62890723,K7V,,,
HIP 22553,4.85369592,61.526756,332.225926,9.27734381,K2V,,,
HIP 22795/HD 30792,4.90412133,58.637064,340.136067,8.06640607,B9V,,,
HIP 23089/HD 31325,4.96946211,57.3075459,340.136048,9.41796873,A2V,,,
HIP 25650/HD 35571,5.47967407,54.9294546,326.797392,8.50781216,B9V,,,
HIP 20655/HD 232946,4.42596306,54.81874,300.300303,9.45703158,A0V,,,
HIP 21655/HD 29191,4.64939907,56.6381292,301.204831,8.02734417,G5V,,,
HIP 21790/HD 29371,4.68042627,57.8796402,310.558997,7.25781299,B9V,,,
HIP 22039/HD 232997,4.73876026,54.5370842,294.985235,8.85937525,K2V,,,
HIP 22420/HD 30326,4.82491843,53.8759129,302.114807,8.31640626,K5V,,,
HIP 24179/HD 33201,5.19168423,53.2347821,300.300302,7.51953184,F0V,,,
HIP 24195/HD 33102,5.194734,59.0306292,301.204846,9.36718796,A0V,,,
HIP 24918/HD 34423,5.33986652,55.0516589,300.300301,8.08984417,G5V,,,
HIP 25444/HD 237389,5.4420425,56.6317749,280.898903,9.33984461,G0V,,,
HIP 27350/HD 237421,5.79278135,57.8019874,294.117639,9.11718697,A5V,,,
HIP 27632/HD 38748,5.84990722,53.2210892,294.98523,9.1484376,K5V,,,
HIP 16750/HD 22137,3.59155978,39.1637837,312.500008,9.37890641,A2V,,,
HIP 16897/HD 22353,3.62313312,40.0897825,309.597524,7.0078128,B9V,,,
HIP 17723/HD 275800,3.7952991,39.8370899,338.983016,8.87890641,K0V,,,
HIP 17941/HD 23861,3.83664845,42.3509236,331.12583,8.89843847,A0V,,,
HIP 18231/HD 275917,3.89745299,41.3347588,312.500009,9.02734386,K0V,,,
HIP 18238/HD 24353,3.90113181,38.5478439,309.597545,8.28906274,A3V,,,
HIP 18313/HD 275931,3.91552982,39.8597105,338.98307,8.0898442,K2V,,,
HIP 19370/HD 26031,4.14911674,41.5040169,298.507479,6.97656352,A3V,,,
HIP 19564/HD 26310,4.1908338,41.8599574,308.64197,8.57812552,F8V,,,
HIP 20245/HD 276247,4.33799117,42.3144073,291.545189,9.67968741,A5V,,,
HIP 21067/HD 28434,4.51616483,41.9759096,305.810397,8.02734445,G5V,,,
HIP 21610/HD 276595,4.63925937,42.4115884,325.732897,9.93749988,M0V,,,
HIP 21638/HD 276662,4.64777877,39.1525142,303.030311,9.11718808,K0V,,,
o Per/40 Per/HIP 17313/HD 22951,3.70628985,33.9650354,283.286139,4.96874973,B0V,,,
HIP 17423/HD 23168,3.73276682,29.6830007,305.810395,8.04687559,B9V,,,
HIP 17911/HD 279021,3.83025109,35.6002431,320.512818,9.50000043,A0V,,,
HIP 17937/HD 23946,3.83609873,29.6443175,307.692322,7.81640727,A0V,,,
HIP 17969/HD 23962,3.84168774,34.0523313,308.641976,7.16796911,K5III,,,
HIP 18081/HD 24131,3.86492137,34.3591337,317.460283,5.77734473,B1V,,,
HIP 18196/HD 24321,3.89236092,35.0600095,295.857968,8.82812591,A0V,,,
ZET Per/44 Per/HIP 18246/HD 24398,3.90219955,31.8836564,301.204831,2.83984447,B1Ib,,,
HIP 18390/HD 24583,3.9313573,34.5450562,302.114823,9.00000018,A0V,,,
HIP 18434/HD 24640,3.94130232,35.0809098,297.619048,5.48828247,B1V,,,
HIP 18458/HD 24679,3.94411145,34.1550786,273.972591,8.18750051,G0V,,,
HIP 18780/HD 25185,4.02363619,32.2687694,291.545207,8.92968765,A0V,,,
HIP 18708/HD 279262,4.00752826,34.3581696,274.72525,10.1679691,A2V,,,
HIP 18789/HD 276034,4.025784,38.6677386,285.714293,9.23828267,K2V,,,
HIP 18793/HD 25184,4.0263402,38.6654894,285.714291,7.73828265,K2V,,,
HIP 19618/HD 26438,4.20373187,32.1868115,291.545183,8.52734373,A0V,,,
HIP 19653/HD 276148,4.21081937,39.4649566,274.725282,9.38671843,A0V,,,
HIP 20272/HD 280322,4.34552983,35.8001426,268.817193,8.13671818,K2V,,,
HIP 20664/HD 27886,4.4273586,36.6655622,287.356316,8.39843725,A0V,,,
HIP 20788/HD 279869,4.45472173,37.245797,266.66665,9.25781314,K0V,,,
HIP 21780/HD 29536,4.67903168,36.8501692,285.714304,8.41797012,A3V,,,
HIP 14826/HD 19663,3.19026452,41.1805743,290.697664,8.10937512,G5V,,,
HIP 15105/HD 20023,3.24740054,47.1550586,307.692306,7.95703186,B9III,,,
HIP 15544/HD 20589,3.33813312,41.8972478,291.545193,8.11718738,A2V,,,
HIP 15617/HD 20652,3.35159808,43.3605668,308.641968,9.16796921,B9V,,,
HIP 16317/HD 21566,3.5051876,41.5236933,297.619047,9.02734471,A0V,,,
HIP 16406/HD 21650,3.52102007,41.726466,314.465388,7.31640655,B5V,,,
HIP 16880,3.62054274,49.5575929,289.855088,10.0976562,F6IV,,,
HIP 17898,3.82802361,46.2554899,261.780127,9.54687565,F5V,,,
HIP 18270/HD 24352,3.90814682,45.7815884,309.597532,8.28906265,B8V,,,
HIP 18312,3.91531946,43.2459275,281.690135,10.6093754,F8V,,,
HIP 18637/HD 24854,3.98922076,48.7620887,271.002722,7.47656234,K2V,,,
HIP 18697/HD 24980,4.00568097,47.5717374,299.401192,8.3476562,A2V,,,
HIP 19487/HD 26199,4.17362805,42.1739909,283.286139,7.75781247,M5V,,,
HIP 20164/HD 27083,4.32171109,51.3569809,289.017336,8.1562503,K2V,,,
HIP 20459,4.3836645,47.0750153,296.735904,8.98828178,K0V,,,
HIP 14173/HD 18802,3.04596872,37.9328625,268.096498,9.10937572,A2V,,,
HIP 14869/HD 19749,3.19934481,38.5381848,280.898877,9.13671927,A0V,,,
HIP 15935/HD 21048,3.4202793,39.0514529,273.224025,9.30859462,A0V,,,
HIP 16461/HD 21785,3.53385865,37.5147761,257.069396,9.20703207,A1IV,,,
HIP 16476/HD 275501,3.53645252,37.382073,296.735921,9.29687553,G8II,,,
HIP 16724/HD 22114,3.58663168,38.0152006,276.243091,7.59765687,B8V,,,
HIP 16935/HD 22442,3.63229174,37.4308988,259.067382,7.33984387,G5V,,,
HIP 17224/HD 22814,3.6895987,36.3793018,270.27027,7.68750035,G5V,,,
HIP 16774/HD 22157,3.59783642,42.8868112,262.467196,7.8984382,K0V,,,
HIP 16938/HD 22402,3.63337965,42.5828988,254.452919,6.40625012,B8V,,,
HIP 16964,3.63761148,43.4818569,261.096638,8.61718835,A5V,,,
HIP 17279/HD 22885,3.70013822,38.8241552,251.889177,8.30859382,K0V,,,
HIP 17756/HD 23566,3.80118507,45.3549739,264.550261,7.65625046,A5V,,,
HIP 18279/HD 24396,3.90981556,41.3218585,240.963845,8.57812573,K0V,,,
HIP 18652/HD 275982,3.99273193,40.0157624,264.550264,8.81640674,M0V,,,
HIP 19083/HD 25595,4.09131621,40.3015654,273.224021,7.60937591,K0V,,,
HIP 19517/HD 26234,4.18108934,42.2096535,269.541765,8.82812469,M5III,,,
HIP 20053/HD 27004,4.30033346,43.6842818,246.913542,7.77734334,B9V,,,
HIP 20159/HD 27175,4.32060003,41.0050993,241.545895,7.87890617,K5V,,,
HIP 21538/HD 29156,4.62417334,43.0209839,280.898896,7.77734441,G5V,,,
HIP 21671/HD 276575,4.652264,43.9221816,280.898859,10.1875005,K7V,,,
HIP 22901/HD 31178,4.92590732,42.1225411,296.735916,8.31640691,G8III,,,
HIP 23135,4.97838094,42.4989065,300.300323,9.87890671,M5V,,,
HIP 23348/HD 31844,5.02176861,45.4462779,284.90028,8.00781236,B9V,,,
HIP 24081/HD 33135,5.1731011,45.4684944,282.485868,8.97656289,A0V,,,
HIP 24101/HD 277667,5.17719917,41.1980737,297.619055,9.43750122,B5V,,,
HIP 24476/HD 33861,5.25276745,40.132478,301.204837,8.59765683,M3III,,,
HIP 24565/HD 34007,5.27017442,42.7563523,309.597528,7.99999996,A0V,,,
HIP 24881/HD 34498,5.33397703,44.4254295,290.697673,6.48828171,K0V,,,
HIP 25064/HD 34769,5.36585446,42.2860006,300.300286,6.97656263,K0V,,,
HIP 25211/HD 35013,5.39331815,41.6013091,304.878049,8.72656268,A0V,,,
HIP 26316/HD 36755,5.60470162,44.7699644,294.985278,8.44921941,B9V,,,
HIP 27057/HD 37937,5.73808518,43.5563679,295.857977,7.63671981,G8III,,,
HIP 27617,5.84747475,40.3032261,294.985218,9.4765626,F8V,,,
HIP 27946/HD 39413,5.91390108,47.1309246,289.855079,8.32812491,A2V,,,
HIP 21387/HD 28965,4.59013343,37.4990651,264.550262,7.73828178,K2V,,,
HIP 22421/HD 30452,4.82498958,37.3350317,283.286137,7.79687492,K0V,,,
HIP 23878/HD 32849,5.13130845,39.851728,263.157919,8.37890641,B9V,,,
HIP 24002/HD 33089,5.16011906,38.6855328,272.479544,6.90625027,G5V,,,
HIP 24500,5.2561061,40.0780206,270.27027,10.4492191,F8V,,,
HIP 24767/HD 34350,5.30927725,39.3512313,259.740257,7.90624947,F5V,,,
HIP 24793/HD 34381,5.31538802,41.095564,265.251987,6.68750007,K5V,,,
HIP 25877/HD 36148,5.52409078,38.3196966,251.889181,6.87890612,K5V,,,
HIP 26261/HD 36721,5.59275104,38.0197419,253.164547,8.08984455,A2V,,,
HIP 26585/HD 37266,5.65118697,37.9766471,267.37966,7.50781228,B9V,,,
HIP 26733/HD 37505,5.67981958,37.3319701,277.008294,8.28906269,A0V,,,
HIP 26789/HD 37587,5.69013863,38.9078829,268.817188,8.39843696,A0V,,,
HIP 27859/HD 39314,5.89413405,39.1050195,251.889175,8.0585939,K5V,,,
HIP 21189/HD 28596,4.54243055,44.9025472,270.270264,7.85937535,A0V,,,
HIP 22544/HD 30503,4.85217276,52.3985991,277.00832,8.82812449,A0V,,,
HIP 23481/HD 32002,5.04682811,50.6056716,291.545184,8.56640618,A0V,,,
HIP 23609,5.07669293,49.7322043,263.157904,8.45703139,A2V,,,
HIP 23827/HD 32697,5.1228363,46.4781799,263.852273,8.9296877,A0V,,,
HIP 24097/HD 33103,5.17613003,49.3959449,260.416682,8.08984426,K0V,,,
HIP 24805/HD 233101,5.31780356,50.6960574,273.224028,8.43750098,K5V,,,
HIP 25126/HD 34757,5.37834644,53.0292663,266.666694,8.80859453,F5V,,,
HIP 25910/HD 36083,5.52986867,48.9348618,283.286129,7.49999974,B8V,,,
HIP 26529/HD 37086,5.6426679,49.9829058,276.243104,8.50000089,A3V,,,
HIP 26970/HD 37723,5.72312982,50.7023205,289.017349,7.25000081,K0V,,,
HIP 27460/HD 38419,5.81507051,55.5861413,268.817201,9.06640584,A0V,,,
HIP 27653/HD 38794,5.85501619,53.4366248,266.666648,8.94921923,F8V,,,
HIP 28086/HD 39551,5.93734957,51.804004,266.66665,6.61718813,A5V,,,
HIP 20367/HD 27448,4.36164172,41.4074246,240.963846,7.98828182,B9V,,,
HIP 20835/HD 28083,4.46520747,43.3311341,239.808157,7.73828124,A0V,,,
HIP 22115/HD 30016,4.75976117,37.738091,249.376536,9.2695322,F0V,,,
HIP 22236/HD 30152,4.78392591,41.3050502,244.498773,7.19921868,A0V,,,
HIP 22255/HD 30196,4.7914055,43.4005747,270.270266,8.45703139,F0V,,,
HIP 22423/HD 280146,4.82578457,38.3182174,246.305419,11.0976571,F8V,,,
HIP 22438/HD 30401,4.82833084,47.5115617,237.529694,9.15625066,A3V,,,
HIP 22539,4.85123252,44.9714838,244.498775,9.98828108,B9V,,,
HIP 22540/HD 30584,4.85134306,44.9688331,244.498785,8.58984375,B9V,,,
HIP 22661/HD 30793,4.87438997,39.2842357,240.963832,7.9062506,K1III,,,
HIP 22726/HD 30883,4.88875752,42.1124186,225.225225,8.85937552,B9V,,,
HIP 22928/HD 31220,4.93426976,43.4935086,269.54177,7.39843733,M0Ib,,,
Sadatoni/ZET Aur/8 Aur/HIP 23453/HD 32068,5.04129979,41.0758885,241.545906,3.68750023,K4II,,,
HIP 23569/HD 32233,5.06750816,47.6648664,251.256278,7.12890613,K0V,,,
HIP 23799/HD 32655,5.11376674,43.1747076,263.852238,6.19921864,F2II,,,
HIP 23956/HD 32948,5.14868675,44.1197664,219.298249,7.92968782,G5V,,,
HIP 24083,5.17352318,49.9937087,241.54591,9.64843775,F0V,,,
HIP 24481/HD 33784,5.25320414,48.3616839,232.558118,8.33984433,K0V,,,
HIP 24623/HD 34092,5.2813791,42.677461,242.718467,8.17968725,K0V,,,
HIP 25503/HD 35476,5.45386004,44.0055636,246.913551,7.38671823,K0V,,,
HIP 25986/HD 36244,5.54560862,45.4912956,229.885067,8.00000038,G5V,,,
HIP 26038/HD 36333,5.55471284,45.2391932,252.525241,8.45703172,K0V,,,
HIP 26424/HD 36927,5.62397638,46.8214878,225.733647,8.01953114,K0V,,,
HIP 26569/HD 37145,5.64909649,49.4162166,244.498771,6.84765614,G5V,,,
HIP 26938/HD 37736,5.71662241,44.8514604,217.391293,7.56640626,A5V,,,
HIP 27176/HD 38059,5.75969774,48.9850188,234.741781,7.48828197,K0V,,,
HIP 27449/HD 38520,5.81218818,45.2371967,240.384627,8.04687588,F2V,,,
HIP 13337/HD 17768,2.86124546,19.3100659,411.522622,8.35937541,K5V,,,
HIP 14897/HD 19884,3.20421923,14.0395366,395.256897,8.77734387,K2V,,,
HIP 12468/HD 16629,2.67547306,21.1878042,403.22583,7.91796877,M5V,,,
HIP 13038/HD 17363,2.79256524,18.5104053,384.615437,7.91796947,K5V,,,
HIP 14292/HD 19018,3.07088846,21.4729084,366.30035,7.28906288,K0V,,,
HIP 14391,3.09433777,18.6920529,361.010816,9.96875025,K0V,,,
HIP 14727/HD 19628,3.17070214,21.2719515,361.010845,7.58984441,K0V,,,
HIP 12869/HD 17150,2.75719883,13.931998,380.228116,8.44921891,A0V,,,
HIP 13324/HD 17778,2.85807631,13.4932864,373.134328,8.88671925,K0V,,,
HIP 13846/HD 18432,2.97093498,15.9932487,355.871889,8.45703165,K2V,,,
HIP 15939,3.4205632,21.2141082,381.679378,7.94921894,M1V,,,
HIP 16119,3.46094664,22.8978853,378.787869,10.96875,G5V,,,
HIP 16703,3.58262266,21.0176587,373.134317,8.59765649,K0V,,,
HIP 16828/HD 22339,3.60839902,21.7801879,358.422939,8.88671921,G5V,,,
HIP 17961/HD 24029,3.83987642,19.2543591,377.358487,8.52734433,F0V,,,
HIP 17909/HD 23951,3.82984695,21.1600816,369.003692,8.47656317,K5V,,,
HIP 18748/HD 25201,4.01578052,23.2015779,332.225883,6.51953119,B9V,,,
HIP 18803,4.02919639,21.6593933,355.871875,8.75000037,K0V,,,
HIP 16117/HD 21404,3.46058035,16.6629838,364.963501,8.07812492,A2V,,,
HIP 16273,3.49695762,13.4150037,353.356893,10.6484382,F2V,,,
HIP 17379,3.72169462,12.7939734,369.003685,9.10937566,M8V,,,
HIP 18326/HD 24571,3.91823267,18.5905174,335.570456,7.81640605,F5V,,,
HIP 18683/HD 286418,4.0009905,13.1903635,335.570475,10.3085936,F8V,,,
HIP 14818,3.18851755,20.9015428,340.136042,8.74999994,K2V,,,
HIP 17020,3.64912547,24.5699148,312.50001,10.5273438,F6V,,,
HIP 18508/HD 24802,3.95732915,24.461956,328.947374,6.18749944,K0V,,,
HIP 18630/HD 283240,3.98729363,26.2391445,338.983035,11.1562502,K0V,,,
HIP 14735/HD 19647,3.17159959,16.8135259,332.225935,7.69921883,A0V,,,
HIP 15048/HD 20043,3.23190821,18.9733108,324.675325,6.50781334,K5V,,,
HIP 15822,3.39784592,13.8372698,323.624591,8.68750016,K0V,,,
HIP 16512,3.54353252,17.2690748,315.457386,9.79687502,F0V,,,
HIP 16571,3.55587732,15.1980403,319.488793,9.80859372,F0V,,,
HIP 16811,3.60645246,18.361988,317.46031,8.7265638,K0V,,,
HIP 18165,3.88378706,20.2080363,315.457432,8.9687504,M4V,,,
HIP 13650/HD 18214,2.92921824,7.28105615,398.406392,9.09765669,F5V,,,
HIP 14802/HD 19772,3.18599307,6.86705512,366.300343,7.98828165,K0V,,,
HIP 14996,3.22114802,6.42401892,357.142858,9.44921948,K5V,,,
HIP 15077/HD 20125,3.23986738,9.20172733,374.531825,8.30859398,G5V,,,
HIP 15542/HD 20702,3.33760165,6.22152482,371.747203,9.44921981,A0V,,,
HIP 14087/HD 18806,3.02721328,2.1682915,420.168034,9.09765701,A0V,,,
HIP 14471/HD 19346,3.11307308,2.71446788,408.163274,7.96875066,A0V,,,
HIP 15299,3.28956052,5.7530526,375.939801,10.0976564,F5V,,,
HIP 15397,3.3084818,5.8138987,354.609975,9.09765738,K0V,,,
HIP 15827,3.39834271,0.550283917,374.531801,10.5078128,F8V,,,
HIP 14214/HD 18952,3.05458912,10.9243312,336.700366,8.25781317,K5V,,,
HIP 12802/HD 17065,2.74239268,5.65783416,355.871899,7.75000072,G5V,,,
HIP 12848,2.75316537,3.88973986,353.356918,10.8281259,G0V,,,
HIP 13137/HD 17544,2.81614705,4.08005412,377.358473,8.50781277,A0V,,,
HIP 14390/HD 19219,3.09401712,6.11744706,333.333315,7.67968748,K2V,,,
HIP 14639/HD 19575,3.1523408,2.84569666,335.57045,8.22656226,K5V,,,
HIP 16325/HD 21687,3.50732503,10.4588188,355.871874,7.00000021,K0V,,,
HIP 16380/HD 21797,3.51707055,7.19834515,338.983045,7.60937515,K0V,,,
HIP 16604/HD 22062,3.56225294,9.68408817,363.636382,8.50000037,K2V,,,
HIP 16838,3.61193924,12.4744054,347.222223,8.9296875,K5V,,,
HIP 17883/HD 23967,3.82517807,8.46704129,338.983043,8.26953149,G5V,,,
HIP 18539,3.9657371,9.62529859,313.479589,9.48828066,F8V,,,
HIP 18825/HD 286442,4.03429772,11.3015157,334.44816,9.14843816,K5V,,,
HIP 18826/HD 25368,4.03444059,6.52387173,347.222191,8.44921865,G5V,,,
HIP 18852,4.04179133,7.24632318,312.500014,10.1875001,F0V,,,
HIP 19384/HD 26213,4.15216495,10.7651756,334.448157,7.50781314,G5V,,,
HIP 15503,3.3295082,5.20262014,350.877173,10.0976559,F5V,,,
HIP 15807/HD 21018,3.39416512,4.88211144,342.465778,6.36718807,G5III,,,
HIP 17645/HD 23645,3.78050611,4.88080425,348.43209,8.54687608,A0V,,,
HIP 18144/HD 24381,3.87959019,1.13290908,344.827574,9.70703166,F8V,,,
HIP 18197,3.89241111,4.05082691,341.296916,10.7890632,F5V,,,
HIP 18308/HD 24603,3.91380774,5.58380585,348.432078,8.29687612,A2V,,,
HIP 18660/HD 25137,3.99488078,1.79482042,317.460303,7.26953065,B9V,,,
HIP 18922/HD 25520,4.05589479,3.18780438,326.797399,7.07812455,K2V,,,
40 Tau/HIP 18957/HD 25558,4.06238976,5.43563675,320.512851,5.31640677,B3V,,,
HIP 19595,4.19945994,0.428584499,334.448208,9.87890735,F5V,,,
HIP 14906,3.20630651,10.3264092,327.868845,9.9062507,F5V,,,
HIP 15857,3.40428004,11.8610582,333.333314,8.83984395,M0V,,,
HIP 15936/HD 21158,3.42029232,9.69122093,307.692283,8.75000051,G5V,,,
HIP 16338/HD 21731,3.51016874,11.8674558,290.69767,9.63671905,F8V,,,
HIP 17380/HD 23172,3.72184862,8.5082284,315.457403,9.65625017,F2V,,,
HIP 17935/HD 24041,3.83552462,9.92457312,307.692321,8.21875075,F0V,,,
HIP 18335/HD 24621,3.92007365,11.3044827,308.64198,8.56640678,G5V,,,
HIP 14437/HD 19293,3.1061958,5.27854026,318.471311,9.66796871,G0V,,,
HIP 14829,3.19155392,5.58897138,308.641982,9.53906297,F2V,,,
HIP 14961,3.21421472,4.81939791,306.748483,11.2773443,K7V,,,
HIP 15872,3.40750193,3.86464183,327.868883,9.47656362,F2V,,,
HIP 15914/HD 21143,3.41550465,1.97629465,323.624588,8.34765653,K5V,,,
HIP 15938,3.42038695,4.87362332,299.401198,10.7890624,F5V,,,
HIP 16066/HD 21365,3.44896639,3.46464048,294.117656,8.67968727,G5V,,,
HIP 16262,3.4933093,0.263885875,308.641973,11.226563,F5V,,,
HIP 17155/HD 22878,3.67445492,5.12589367,299.401192,6.60937502,G5V,,,
HIP 17473/HD 23362,3.74450661,1.93832581,308.641967,7.90625058,K2V,,,
HIP 12187,2.61630773,18.9940646,375.939861,10.2187505,F8V,,,
HIP 11897/HD 15844,2.5581749,20.4379212,326.797366,8.11718711,G5V,,,
HIP 12131,2.6041508,25.5385522,332.22593,9.56640655,K5V,,,
HIP 12266/HD 16352,2.63198234,20.052689,362.318865,8.6562505,F0V,,,
HIP 11042,2.36990877,13.1813699,358.422964,9.31640676,K5V,,,
HIP 11518/HD 15352,2.4758477,12.7524474,363.636357,8.60937514,F0V,,,
HIP 12230,2.62439396,16.8246753,371.747215,9.59765653,F8V,,,
HIP 12079/HD 16113,2.59513371,13.8172591,322.580659,8.15625036,K5V,,,
HIP 12568,2.69386274,16.7360728,361.010823,9.0273442,G0V,,,
HIP 12634/HD 16821,2.70565057,16.9590742,311.526499,7.97656329,A2V,,,
HIP 13092/HD 17446,2.80548566,17.5094224,321.543424,8.87890654,M6V,,,
HIP 13158/HD 17531,2.81997014,18.7298534,337.837834,7.9375,G5V,,,
HIP 9963/HD 13055,2.13806069,24.8192118,334.448145,7.13671956,M5V,,,
HIP 11172/HD 14808,2.39750716,24.3054301,322.58068,8.50000073,K0V,,,
HIP 11336/HD 15027,2.43113792,25.1596335,315.457416,7.09765657,A3V,,,
HIP 9072/HD 11851,1.94647414,17.5118784,350.877207,8.53906223,F8V,,,
HIP 9229/HD 12053,1.97734897,15.9301192,324.675324,7.78906367,G0V,,,
HIP 9430/HD 12316,2.01879786,12.80835,344.827589,8.31640677,A0V,,,
HIP 10451/HD 13788,2.24463221,19.0594872,291.545179,9.14843843,A5V,,,
HIP 10521/HD 13884,2.25979185,16.1950879,298.507477,7.9765633,K5V,,,
HIP 11667/HD 15551,2.50837391,18.6643751,317.460302,8.22656361,K0V,,,
HIP 12524/HD 16683,2.68631862,25.6145389,326.79737,8.15624955,A0V,,,
HIP 13549/HD 18028,2.9083609,24.632524,310.559046,8.78906308,G0V,,,
HIP 13615/HD 18129,2.92373323,28.1456932,309.597533,8.37890646,A2V,,,
HIP 14379/HD 19133,3.0918957,25.8688783,326.797388,8.61718711,A5V,,,
HIP 14481,3.11457094,20.8620534,323.624613,8.48828163,G0V,,,
HIP 14718/HD 19608,3.16889963,24.6634234,288.184418,8.67968837,K0V,,,
HIP 15141/HD 20136,3.25310834,29.0502684,305.810402,7.88671947,K2V,,,
HIP 15560/HD 20664,3.3407843,24.5432298,321.543419,7.30859378,K0V,,,
62 Ari/HIP 15696/HD 20825,3.36996944,27.6075749,298.507483,5.54687585,G5III,,,
HIP 16295/HD 21612,3.5014884,24.1904406,292.397649,8.19921865,A0V,,,
HIP 13023/HD 17334,2.79030937,17.2099553,317.46031,8.50781367,A0V,,,
HIP 14203/HD 18917,3.05265577,20.3362265,311.526487,7.95703195,K0V,,,
HIP 14683/HD 19582,3.16167396,17.6609389,321.543413,8.50000034,A3V,,,
HIP 14682/HD 19583,3.16126776,17.2609712,290.697669,7.73828143,K2V,,,
HIP 14901/HD 19865,3.20449518,17.3010997,289.855074,8.39843733,A3V,,,
HIP 14993/HD 19971,3.22079868,21.6448107,293.255124,8.22656279,F5V,,,
HIP 15513,3.33212766,21.5164925,287.356328,8.75781254,G0V,,,
HIP 15566/HD 20698,3.34281694,19.180422,270.27026,8.27734394,A0V,,,
HIP 15588,3.3462433,18.7374082,301.204843,8.62890665,K0V,,,
HIP 15608,3.34970927,20.6470649,310.55898,8.69921889,M0V,,,
HIP 15651,3.35826258,21.4386758,277.777808,9.18750063,F0V,,,
HIP 15996/HD 21213,3.43425445,20.2455891,288.184428,8.5390635,A5V,,,
HIP 16441/HD 21836,3.52883433,18.800153,269.54179,8.15624969,A0V,,,
HIP 16505,3.54088026,20.1755198,284.090929,8.41796899,G5V,,,
HIP 12017,2.58348303,22.4661322,303.951398,10.0664062,M5V,,,
HIP 12556/HD 16730,2.69182312,22.2446077,302.114797,8.15624994,K0V,,,
HIP 12830/HD 17055,2.74920641,23.3677687,289.017331,9.10937551,F6III,,,
HIP 13486/HD 17917,2.89450099,32.9187545,264.550255,8.13671934,A0V,,,
HIP 13719,2.94402367,32.9707722,266.666666,10.1367194,B8V,,,
HIP 13915/HD 18507,2.98762651,25.4659359,277.008309,9.10937437,A0V,,,
